glycan,binding,rfu
Neu5Gca2-3Galb1-4GlcNAcb-Sp0,0,4.368149999999998
Neu5Gca2-3Galb1-4Glcb-Sp0,0,16.380449999999996
Neu5Gca2-6GalNAca-Sp0,0,3.2960999999999987
Neu5Gca2-6Galb1-4GlcNAcb-Sp0,0,9.657575
Neu5Gca-Sp8,0,8.789124999999999
Galb1-3GlcNAcb1-3Galb1-3GlcNAcb-Sp0,0,18.010399999999994
Galb1-4(Fuca1-3)(6S)GlcNAcb-Sp0,0,13.100125
Galb1-4(Fuca1-3)(6S)Glcb-Sp0,0,21.68355
Galb1-4GlcNAcb1-3Galb1-3GlcNAcb-Sp0,0,3.676600000000001
Neu5Aca2-3Galb1-3GlcNAcb1-3Galb1-3GlcNAcb-Sp0,0,11.5224
Neu5Aca2-3Galb1-4GlcNAcb1-3Galb1-3GlcNAcb-Sp0,0,-1.4131500000000008
4S(3S)Galb1-4GlcNAcb-Sp0,0,5.750124999999998
(6S)Galb1-4(6S)GlcNAcb-Sp0,0,2.4903500000000007
Neu5Aca2-3Galb1-4(Fuca1-3)GlcNAcb1-6(Galb1-3)GalNAca-Sp14,0,20.386975
Galb1-3Galb1-4GlcNAcb-Sp8,0,10.750775
Galb1-4GlcNAcb1-6(Galb1-4GlcNAcb1-3)Galb1-4GlcNAc-Sp0,0,9.908874999999998
GlcNAcb1-6(Galb1-4GlcNAcb1-3)Galb1-4GlcNAc-Sp0,0,5.32845
Galb1-4GlcNAca1-6Galb1-4GlcNAcb-Sp0,0,15.431999999999995
Galb1-4GlcNAcb1-6Galb1-4GlcNAcb-Sp0,0,10.82195
GalNAcb1-3Galb-Sp8,0,5.928474999999999
GlcAb1-3GlcNAcb-Sp8,0,5.184600000000001
Neu5Aca2-6Galb1-4GlcNAcb1-2Mana1-6(GlcNAcb1-2Mana1-3)Manb1-4GlcNAcb1-4GlcNAcb-Sp12,0,12.464150000000002
GlcNAcb1-3Man-Sp10,0,8.1434
GlcNAcb1-4GlcNAcb-Sp12,0,13.450049999999996
MurNAcb1-4GlcNAcb-Sp10,0,5.046225
Mana1-6Manb-Sp10,0,15.262525000000005
Mana1-6(Mana1-3)Mana1-6(Mana1-3)Manb-Sp10,0,9.989375
Mana1-2Mana1-6(Mana1-3)Mana1-6(Mana1-2Mana1-2Mana1-3)Mana-Sp9,0,13.433700000000005
Neu5Aca2-3Galb1-4GlcNAcb1-6(Neu5Aca2-3Galb1-3)GalNAca-Sp14,0,17.8175
Galb1-4GlcNAcb1-2Mana1-6(Neu5Aca2-6Galb1-4GlcNAcb1-2Mana1-3)Manb1-4GlcNAcb1-4GlcNAcb-Sp12,0,-1.4755500000000021
GlcNAcb1-2Mana1-6(Neu5Aca2-6Galb1-4GlcNAcb1-2Mana1-3)Manb1-4GlcNAcb1-4GlcNAcb-Sp12,0,4.55715
Neu5Aca2-8Neu5Aca2-8Neu5Acb-Sp8,0,1.4029249999999998
Galb1-3GlcNAcb1-2Mana1-6(Galb1-3GlcNAcb1-2Mana1-3)Manb1-4GlcNAcb1-4GlcNAcb-Sp19,0,11.104699999999998
Neu5Aca2-3Galb1-4GlcNAcb1-2Mana1-6(Neu5Aca2-3Galb1-4GlcNAcb1-2Mana1-3)Manb1-4GlcNAcb1-4GlcNAcb-Sp12,0,10.213075000000003
Neu5Aca2-3Galb1-4GlcNAcb1-2Mana1-6(Neu5Aca2-6Galb1-4GlcNAcb1-2Mana1-3)Manb1-4GlcNAcb1-4GlcNAcb-Sp12,0,8.487949999999998
Galb1-4(Fuca1-3)GlcNAcb1-2Mana1-6(Galb1-4(Fuca1-3)GlcNAcb1-2Mana1-3)Manb1-4GlcNAcb1-4GlcNAcb-Sp20,0,2.96995
"Neu5,9Ac2a2-3Galb1-3GlcNAcb-Sp0",0,10.972574999999996
Neu5Aca2-6Galb1-4GlcNAcb1-3Galb1-3GlcNAcb-Sp0,0,3.5472249999999987
Neu5Aca2-3Galb1-3(Fuca1-4)GlcNAcb1-3Galb1-3(Fuca1-4)GlcNAcb-Sp0,0,18.0877
Neu5Aca2-6Galb1-4GlcNAcb1-3Galb1-4GlcNAcb1-3Galb1-4GlcNAcb-Sp0,0,8.411450000000002
